dataset,days,ncol,nrow,config_train,alg,score,t_run_s, t_fitted,nfrostorig,ntrain,nfrostsmote,var,RMSE,r2,Sensitivity,Acc,Precision,Specificity
dacc-temp,3,50,5515,smote,tabu,bge,1037.791,0.121,698,5933,2792,la_llave.temp_min_t,3.04,0.84,0.8,0.89,0.74,0.92
dacc-spring,3,92,1827,smote,tabu,loglik-g,1399.85,0.495,242,2057,968,la_llave.temp_min_t,3.48,0.66,0.71,0.88,0.63,0.91
dacc-spring,3,92,1827,smote,tabu,aic-g,157.318,0.109,118,1003,472,junin.temp_min_t,2.87,0.7,0.42,0.92,0.49,0.97
dacc-spring,3,92,1827,smote,tabu,aic-g,653.042,0.361,347,2949,1388,tunuyan.temp_min_t,3.03,0.7,0.71,0.88,0.8,0.94
dacc-spring,3,92,1827,smote,tabu,aic-g,239.415,0.148,163,1385,652,agua_amarga.temp_min_t,2.81,0.73,0.73,0.92,0.55,0.94
dacc-spring,3,92,1827,smote,tabu,aic-g,336.359,0.198,216,1836,864,las_paredes.temp_min_t,3.19,0.68,0.76,0.91,0.63,0.93
dacc-spring,3,92,1827,smote,tabu,aic-g,427.335,0.233,242,2057,968,la_llave.temp_min_t,3.52,0.66,0.7,0.87,0.6,0.9
dacc-spring,3,92,1827,smote,tabu,bge,1042.573,0.07,118,1003,472,junin.temp_min_t,2.67,0.73,0.42,0.93,0.51,0.97
dacc,3,95,5515,smote,tabu,loglik-g,6090.178,2.351,1057,8984,4228,tunuyan.temp_min_t,2.56,0.88,0.84,0.91,0.88,0.95
dacc,3,95,5515,smote,tabu,loglik-g,2691.146,1.097,496,4216,1984,agua_amarga.temp_min_t,2.14,0.89,0.73,0.93,0.75,0.96
dacc-spring,3,92,1827,smote,tabu,bge,5307.334,0.219,347,2949,1388,tunuyan.temp_min_t,2.91,0.72,0.7,0.88,0.82,0.95
dacc-spring,3,92,1827,smote,tabu,bge,1292.239,0.084,163,1385,652,agua_amarga.temp_min_t,2.66,0.74,0.65,0.92,0.56,0.95
dacc,3,95,5515,smote,tabu,loglik-g,3036.911,1.266,567,4819,2268,las_paredes.temp_min_t,2.81,0.84,0.75,0.9,0.71,0.93
dacc-spring,3,92,1827,smote,tabu,bge,2158.234,0.117,216,1836,864,las_paredes.temp_min_t,3.33,0.67,0.77,0.89,0.55,0.9
dacc-spring,3,92,1827,smote,tabu,bge,2634.494,0.132,242,2057,968,la_llave.temp_min_t,3.34,0.67,0.69,0.89,0.7,0.94
dacc,3,95,5515,smote,tabu,loglik-g,3807.67,1.54,698,5933,2792,la_llave.temp_min_t,2.94,0.85,0.82,0.9,0.75,0.92
dacc,3,95,5515,smote,tabu,aic-g,767.316,0.411,390,3315,1560,junin.temp_min_t,2.11,0.91,0.74,0.93,0.74,0.96
dacc,3,95,5515,smote,tabu,aic-g,2817.91,1.268,1057,8984,4228,tunuyan.temp_min_t,2.57,0.87,0.82,0.91,0.88,0.95
dacc,3,95,5515,smote,tabu,aic-g,961.179,0.501,496,4216,1984,agua_amarga.temp_min_t,2.07,0.9,0.72,0.93,0.76,0.96
dacc,3,95,5515,smote,tabu,aic-g,1181.895,0.592,567,4819,2268,las_paredes.temp_min_t,2.75,0.85,0.76,0.91,0.73,0.94
dacc,3,95,5515,smote,tabu,aic-g,1531.453,0.754,698,5933,2792,la_llave.temp_min_t,2.97,0.85,0.84,0.9,0.74,0.91
dacc,3,95,5515,smote,tabu,bge,5487.188,0.238,390,3315,1560,junin.temp_min_t,2.12,0.9,0.66,0.93,0.76,0.97
dacc,3,95,5515,smote,tabu,bge,30057.208,0.828,1057,8984,4228,tunuyan.temp_min_t,2.57,0.87,0.84,0.91,0.87,0.94
dacc,3,95,5515,smote,tabu,bge,9174.088,0.318,496,4216,1984,agua_amarga.temp_min_t,2.1,0.9,0.66,0.92,0.75,0.96
dacc,3,95,5515,smote,tabu,bge,10317.588,0.372,567,4819,2268,las_paredes.temp_min_t,2.79,0.84,0.76,0.91,0.73,0.94
dacc,3,95,5515,smote,tabu,bge,14995.052,0.473,698,5933,2792,la_llave.temp_min_t,2.96,0.85,0.82,0.9,0.76,0.93
dacc-temp,3,50,5515,normal,tabu,bic-g,17.651,0.049,NA,3749,NA,junin.temp_min_t,2.14,0.9,0.59,0.94,0.86,0.99
dacc-temp,3,50,5515,normal,tabu,bic-g,17.651,0.049,NA,3749,NA,tunuyan.temp_min_t,2.77,0.86,0.78,0.89,0.86,0.94
dacc-temp,3,50,5515,normal,tabu,bic-g,17.651,0.049,NA,3749,NA,agua_amarga.temp_min_t,2.23,0.88,0.62,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,tabu,bic-g,17.651,0.049,NA,3749,NA,las_paredes.temp_min_t,2.81,0.83,0.64,0.91,0.82,0.97
dacc-temp,3,50,5515,normal,tabu,bic-g,17.651,0.049,NA,3749,NA,la_llave.temp_min_t,3.03,0.84,0.67,0.89,0.8,0.95
dacc-spring,3,92,1827,normal,tabu,bic-g,44.268,0.112,NA,1241,NA,junin.temp_min_t,2.28,0.8,0.3,0.94,0.65,0.99
dacc-spring,3,92,1827,normal,tabu,bic-g,44.268,0.112,NA,1241,NA,tunuyan.temp_min_t,3.09,0.69,0.6,0.87,0.84,0.96
dacc-spring,3,92,1827,normal,tabu,bic-g,44.268,0.112,NA,1241,NA,agua_amarga.temp_min_t,2.44,0.76,0.6,0.93,0.61,0.96
dacc-spring,3,92,1827,normal,tabu,bic-g,44.268,0.112,NA,1241,NA,las_paredes.temp_min_t,2.77,0.71,0.53,0.92,0.84,0.98
dacc-spring,3,92,1827,normal,tabu,bic-g,44.268,0.112,NA,1241,NA,la_llave.temp_min_t,3.31,0.67,0.67,0.89,0.7,0.94
dacc-temp,3,50,5515,normal,tabu,loglik-g,166.235,0.484,NA,3749,NA,junin.temp_min_t,2.13,0.9,0.6,0.93,0.83,0.98
dacc-temp,3,50,5515,normal,tabu,loglik-g,166.235,0.484,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.78,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,tabu,loglik-g,166.235,0.484,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.63,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,tabu,loglik-g,166.235,0.484,NA,3749,NA,las_paredes.temp_min_t,2.82,0.83,0.64,0.91,0.81,0.97
dacc-temp,3,50,5515,normal,tabu,loglik-g,166.235,0.484,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.79,0.95
dacc,3,95,5515,normal,tabu,bic-g,315.583,0.255,NA,3749,NA,junin.temp_min_t,2.01,0.91,0.58,0.94,0.88,0.99
dacc,3,95,5515,normal,tabu,bic-g,315.583,0.255,NA,3749,NA,tunuyan.temp_min_t,2.6,0.87,0.8,0.91,0.89,0.95
dacc,3,95,5515,normal,tabu,bic-g,315.583,0.255,NA,3749,NA,agua_amarga.temp_min_t,2.04,0.9,0.61,0.92,0.77,0.97
dacc,3,95,5515,normal,tabu,bic-g,315.583,0.255,NA,3749,NA,las_paredes.temp_min_t,2.68,0.85,0.61,0.9,0.82,0.97
dacc,3,95,5515,normal,tabu,bic-g,315.583,0.255,NA,3749,NA,la_llave.temp_min_t,2.87,0.86,0.69,0.9,0.83,0.96
dacc-spring,3,92,1827,normal,tabu,loglik-g,832.413,0.42,NA,1241,NA,junin.temp_min_t,2.36,0.79,0.47,0.94,0.62,0.98
dacc-spring,3,92,1827,normal,tabu,loglik-g,832.413,0.42,NA,1241,NA,tunuyan.temp_min_t,3.04,0.7,0.61,0.86,0.82,0.95
dacc-spring,3,92,1827,normal,tabu,loglik-g,832.413,0.42,NA,1241,NA,agua_amarga.temp_min_t,2.39,0.76,0.49,0.92,0.61,0.97
dacc-spring,3,92,1827,normal,tabu,loglik-g,832.413,0.42,NA,1241,NA,las_paredes.temp_min_t,2.96,0.69,0.6,0.89,0.58,0.93
dacc-spring,3,92,1827,normal,tabu,loglik-g,832.413,0.42,NA,1241,NA,la_llave.temp_min_t,3.26,0.68,0.64,0.88,0.67,0.93
dacc,3,95,5515,normal,tabu,loglik-g,2430.226,0.963,NA,3749,NA,junin.temp_min_t,2.01,0.91,0.61,0.94,0.87,0.99
dacc,3,95,5515,normal,tabu,loglik-g,2430.226,0.963,NA,3749,NA,tunuyan.temp_min_t,2.63,0.87,0.76,0.9,0.9,0.96
dacc,3,95,5515,normal,tabu,loglik-g,2430.226,0.963,NA,3749,NA,agua_amarga.temp_min_t,2.07,0.9,0.6,0.92,0.79,0.97
dacc,3,95,5515,normal,tabu,loglik-g,2430.226,0.963,NA,3749,NA,las_paredes.temp_min_t,2.69,0.85,0.65,0.9,0.79,0.96
dacc,3,95,5515,normal,tabu,loglik-g,2430.226,0.963,NA,3749,NA,la_llave.temp_min_t,2.85,0.86,0.74,0.9,0.8,0.95
dacc-temp,3,50,5515,normal,hc,bic-g,23.61,0.072,NA,3749,NA,junin.temp_min_t,2.14,0.9,0.59,0.94,0.86,0.99
dacc-temp,3,50,5515,normal,hc,bic-g,23.61,0.072,NA,3749,NA,tunuyan.temp_min_t,2.77,0.86,0.78,0.89,0.86,0.94
dacc-temp,3,50,5515,normal,hc,bic-g,23.61,0.072,NA,3749,NA,agua_amarga.temp_min_t,2.23,0.88,0.62,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,hc,bic-g,23.61,0.072,NA,3749,NA,las_paredes.temp_min_t,2.81,0.83,0.64,0.91,0.82,0.97
dacc-temp,3,50,5515,normal,hc,bic-g,23.61,0.072,NA,3749,NA,la_llave.temp_min_t,3.03,0.84,0.67,0.89,0.8,0.95
dacc-spring,3,92,1827,normal,hc,bic-g,57.617,0.079,NA,1241,NA,junin.temp_min_t,2.28,0.8,0.3,0.94,0.65,0.99
dacc-spring,3,92,1827,normal,hc,bic-g,57.617,0.079,NA,1241,NA,tunuyan.temp_min_t,3.09,0.69,0.6,0.87,0.84,0.96
dacc-spring,3,92,1827,normal,hc,bic-g,57.617,0.079,NA,1241,NA,agua_amarga.temp_min_t,2.44,0.76,0.6,0.93,0.61,0.96
dacc-spring,3,92,1827,normal,hc,bic-g,57.617,0.079,NA,1241,NA,las_paredes.temp_min_t,2.77,0.71,0.53,0.92,0.84,0.98
dacc-spring,3,92,1827,normal,hc,bic-g,57.617,0.079,NA,1241,NA,la_llave.temp_min_t,3.31,0.67,0.67,0.89,0.7,0.94
dacc-temp,3,50,5515,normal,hc,loglik-g,192.353,0.497,NA,3749,NA,junin.temp_min_t,2.13,0.9,0.6,0.93,0.83,0.98
dacc-temp,3,50,5515,normal,hc,loglik-g,192.353,0.497,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.78,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,hc,loglik-g,192.353,0.497,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.63,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,hc,loglik-g,192.353,0.497,NA,3749,NA,las_paredes.temp_min_t,2.82,0.83,0.64,0.91,0.81,0.97
dacc-temp,3,50,5515,normal,hc,loglik-g,192.353,0.497,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.79,0.95
dacc,3,95,5515,normal,hc,bic-g,288.482,0.268,NA,3749,NA,junin.temp_min_t,2.01,0.91,0.58,0.94,0.88,0.99
dacc,3,95,5515,normal,hc,bic-g,288.482,0.268,NA,3749,NA,tunuyan.temp_min_t,2.6,0.87,0.8,0.91,0.89,0.95
dacc,3,95,5515,normal,hc,bic-g,288.482,0.268,NA,3749,NA,agua_amarga.temp_min_t,2.04,0.9,0.61,0.92,0.77,0.97
dacc,3,95,5515,normal,hc,bic-g,288.482,0.268,NA,3749,NA,las_paredes.temp_min_t,2.68,0.85,0.61,0.9,0.82,0.97
dacc,3,95,5515,normal,hc,bic-g,288.482,0.268,NA,3749,NA,la_llave.temp_min_t,2.87,0.86,0.69,0.9,0.83,0.96
dacc-spring,3,92,1827,normal,hc,loglik-g,837.793,0.434,NA,1241,NA,junin.temp_min_t,2.36,0.79,0.47,0.94,0.62,0.98
dacc-spring,3,92,1827,normal,hc,loglik-g,837.793,0.434,NA,1241,NA,tunuyan.temp_min_t,3.04,0.7,0.61,0.86,0.82,0.95
dacc-spring,3,92,1827,normal,hc,loglik-g,837.793,0.434,NA,1241,NA,agua_amarga.temp_min_t,2.39,0.76,0.49,0.92,0.61,0.97
dacc-spring,3,92,1827,normal,hc,loglik-g,837.793,0.434,NA,1241,NA,las_paredes.temp_min_t,2.96,0.69,0.6,0.89,0.58,0.93
dacc-spring,3,92,1827,normal,hc,loglik-g,837.793,0.434,NA,1241,NA,la_llave.temp_min_t,3.26,0.68,0.64,0.88,0.67,0.93
dacc,3,95,5515,normal,hc,loglik-g,2367.667,0.965,NA,3749,NA,junin.temp_min_t,2.01,0.91,0.61,0.94,0.87,0.99
dacc,3,95,5515,normal,hc,loglik-g,2367.667,0.965,NA,3749,NA,tunuyan.temp_min_t,2.63,0.87,0.76,0.9,0.9,0.96
dacc,3,95,5515,normal,hc,loglik-g,2367.667,0.965,NA,3749,NA,agua_amarga.temp_min_t,2.07,0.9,0.6,0.92,0.79,0.97
dacc,3,95,5515,normal,hc,loglik-g,2367.667,0.965,NA,3749,NA,las_paredes.temp_min_t,2.69,0.85,0.65,0.9,0.79,0.96
dacc,3,95,5515,normal,hc,loglik-g,2367.667,0.965,NA,3749,NA,la_llave.temp_min_t,2.85,0.86,0.74,0.9,0.8,0.95
dacc-temp,3,50,5515,normal,hc,aic-g,61.016,0.249,NA,3749,NA,junin.temp_min_t,2.12,0.9,0.6,0.94,0.84,0.98
dacc-temp,3,50,5515,normal,hc,aic-g,61.016,0.249,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.79,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,hc,aic-g,61.016,0.249,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.62,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,hc,aic-g,61.016,0.249,NA,3749,NA,las_paredes.temp_min_t,2.82,0.83,0.63,0.91,0.81,0.97
dacc-temp,3,50,5515,normal,hc,aic-g,61.016,0.249,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.8,0.95
dacc-spring,3,92,1827,normal,hc,aic-g,199.311,0.149,NA,1241,NA,junin.temp_min_t,2.34,0.79,0.42,0.94,0.62,0.98
dacc-spring,3,92,1827,normal,hc,aic-g,199.311,0.149,NA,1241,NA,tunuyan.temp_min_t,3.08,0.69,0.63,0.87,0.85,0.96
dacc-spring,3,92,1827,normal,hc,aic-g,199.311,0.149,NA,1241,NA,agua_amarga.temp_min_t,2.41,0.77,0.58,0.93,0.63,0.96
dacc-spring,3,92,1827,normal,hc,aic-g,199.311,0.149,NA,1241,NA,las_paredes.temp_min_t,2.99,0.68,0.6,0.9,0.62,0.94
dacc-spring,3,92,1827,normal,hc,aic-g,199.311,0.149,NA,1241,NA,la_llave.temp_min_t,3.26,0.68,0.64,0.89,0.69,0.94
dacc,3,95,5515,normal,hc,aic-g,856.109,0.544,NA,3749,NA,junin.temp_min_t,2,0.91,0.6,0.94,0.88,0.99
dacc,3,95,5515,normal,hc,aic-g,856.109,0.544,NA,3749,NA,tunuyan.temp_min_t,2.61,0.88,0.77,0.9,0.89,0.95
dacc,3,95,5515,normal,hc,aic-g,856.109,0.544,NA,3749,NA,agua_amarga.temp_min_t,2.07,0.9,0.59,0.92,0.79,0.97
dacc,3,95,5515,normal,hc,aic-g,856.109,0.544,NA,3749,NA,las_paredes.temp_min_t,2.68,0.85,0.64,0.91,0.82,0.97
dacc,3,95,5515,normal,hc,aic-g,856.109,0.544,NA,3749,NA,la_llave.temp_min_t,2.85,0.86,0.74,0.9,0.8,0.95
dacc-temp,3,50,5515,normal,tabu,aic-g,62.772,0.113,NA,3749,NA,junin.temp_min_t,2.12,0.9,0.6,0.94,0.84,0.98
dacc-temp,3,50,5515,normal,tabu,aic-g,62.772,0.113,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.79,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,tabu,aic-g,62.772,0.113,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.62,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,tabu,aic-g,62.772,0.113,NA,3749,NA,las_paredes.temp_min_t,2.82,0.83,0.63,0.91,0.81,0.97
dacc-temp,3,50,5515,normal,tabu,aic-g,62.772,0.113,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.8,0.95
dacc-spring,3,92,1827,normal,tabu,aic-g,183.947,0.143,NA,1241,NA,junin.temp_min_t,2.34,0.79,0.42,0.94,0.62,0.98
dacc-spring,3,92,1827,normal,tabu,aic-g,183.947,0.143,NA,1241,NA,tunuyan.temp_min_t,3.08,0.69,0.63,0.87,0.85,0.96
dacc-spring,3,92,1827,normal,tabu,aic-g,183.947,0.143,NA,1241,NA,agua_amarga.temp_min_t,2.41,0.77,0.58,0.93,0.63,0.96
dacc-spring,3,92,1827,normal,tabu,aic-g,183.947,0.143,NA,1241,NA,las_paredes.temp_min_t,2.99,0.68,0.6,0.9,0.62,0.94
dacc-spring,3,92,1827,normal,tabu,aic-g,183.947,0.143,NA,1241,NA,la_llave.temp_min_t,3.26,0.68,0.64,0.89,0.69,0.94
dacc,3,95,5515,normal,tabu,aic-g,815.985,0.394,NA,3749,NA,junin.temp_min_t,2,0.91,0.6,0.94,0.88,0.99
dacc,3,95,5515,normal,tabu,aic-g,815.985,0.394,NA,3749,NA,tunuyan.temp_min_t,2.61,0.88,0.77,0.9,0.89,0.95
dacc,3,95,5515,normal,tabu,aic-g,815.985,0.394,NA,3749,NA,agua_amarga.temp_min_t,2.07,0.9,0.59,0.92,0.79,0.97
dacc,3,95,5515,normal,tabu,aic-g,815.985,0.394,NA,3749,NA,las_paredes.temp_min_t,2.68,0.85,0.64,0.91,0.82,0.97
dacc,3,95,5515,normal,tabu,aic-g,815.985,0.394,NA,3749,NA,la_llave.temp_min_t,2.85,0.86,0.74,0.9,0.8,0.95
dacc-temp,3,50,5515,normal,tabu,bge,316.625,0.064,NA,3749,NA,junin.temp_min_t,2.12,0.9,0.6,0.94,0.85,0.98
dacc-temp,3,50,5515,normal,tabu,bge,316.625,0.064,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.78,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,tabu,bge,316.625,0.064,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.61,0.92,0.77,0.97
dacc-temp,3,50,5515,normal,tabu,bge,316.625,0.064,NA,3749,NA,las_paredes.temp_min_t,2.81,0.83,0.64,0.91,0.82,0.97
dacc-temp,3,50,5515,normal,tabu,bge,316.625,0.064,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.8,0.95
dacc-spring,3,92,1827,normal,tabu,bge,724.853,0.066,NA,1241,NA,junin.temp_min_t,2.28,0.8,0.3,0.94,0.65,0.99
dacc-spring,3,92,1827,normal,tabu,bge,724.853,0.066,NA,1241,NA,tunuyan.temp_min_t,3.09,0.69,0.62,0.87,0.83,0.96
dacc-spring,3,92,1827,normal,tabu,bge,724.853,0.066,NA,1241,NA,agua_amarga.temp_min_t,2.44,0.76,0.6,0.93,0.61,0.96
dacc-spring,3,92,1827,normal,tabu,bge,724.853,0.066,NA,1241,NA,las_paredes.temp_min_t,2.81,0.7,0.5,0.91,0.78,0.98
dacc-spring,3,92,1827,normal,tabu,bge,724.853,0.066,NA,1241,NA,la_llave.temp_min_t,3.27,0.68,0.64,0.89,0.71,0.95
dacc,3,95,5515,normal,tabu,bge,5081.679,0.238,NA,3749,NA,junin.temp_min_t,2,0.91,0.61,0.94,0.85,0.98
dacc,3,95,5515,normal,tabu,bge,5081.679,0.238,NA,3749,NA,tunuyan.temp_min_t,2.58,0.88,0.81,0.91,0.89,0.95
dacc,3,95,5515,normal,tabu,bge,5081.679,0.238,NA,3749,NA,agua_amarga.temp_min_t,2.08,0.9,0.57,0.92,0.78,0.97
dacc,3,95,5515,normal,tabu,bge,5081.679,0.238,NA,3749,NA,las_paredes.temp_min_t,2.69,0.85,0.62,0.91,0.81,0.97
dacc,3,95,5515,normal,tabu,bge,5081.679,0.238,NA,3749,NA,la_llave.temp_min_t,2.88,0.86,0.68,0.9,0.82,0.96
dacc-temp,3,50,5515,normal,hc,bge,267.227,0.059,NA,3749,NA,junin.temp_min_t,2.12,0.9,0.6,0.94,0.85,0.98
dacc-temp,3,50,5515,normal,hc,bge,267.227,0.059,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.78,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,hc,bge,267.227,0.059,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.61,0.92,0.77,0.97
dacc-temp,3,50,5515,normal,hc,bge,267.227,0.059,NA,3749,NA,las_paredes.temp_min_t,2.81,0.83,0.64,0.91,0.82,0.97
dacc-temp,3,50,5515,normal,hc,bge,267.227,0.059,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.8,0.95
dacc-spring,3,92,1827,normal,hc,bge,713.043,0.065,NA,1241,NA,junin.temp_min_t,2.28,0.8,0.3,0.94,0.65,0.99
dacc-spring,3,92,1827,normal,hc,bge,713.043,0.065,NA,1241,NA,tunuyan.temp_min_t,3.09,0.69,0.62,0.87,0.83,0.96
dacc-spring,3,92,1827,normal,hc,bge,713.043,0.065,NA,1241,NA,agua_amarga.temp_min_t,2.44,0.76,0.6,0.93,0.61,0.96
dacc-spring,3,92,1827,normal,hc,bge,713.043,0.065,NA,1241,NA,las_paredes.temp_min_t,2.81,0.7,0.5,0.91,0.78,0.98
dacc-spring,3,92,1827,normal,hc,bge,713.043,0.065,NA,1241,NA,la_llave.temp_min_t,3.27,0.68,0.64,0.89,0.71,0.95
dacc,3,95,5515,normal,hc,bge,4974.566,0.236,NA,3749,NA,junin.temp_min_t,2,0.91,0.61,0.94,0.85,0.98
dacc,3,95,5515,normal,hc,bge,4974.566,0.236,NA,3749,NA,tunuyan.temp_min_t,2.58,0.88,0.81,0.91,0.89,0.95
dacc,3,95,5515,normal,hc,bge,4974.566,0.236,NA,3749,NA,agua_amarga.temp_min_t,2.08,0.9,0.57,0.92,0.78,0.97
dacc,3,95,5515,normal,hc,bge,4974.566,0.236,NA,3749,NA,las_paredes.temp_min_t,2.69,0.85,0.62,0.91,0.81,0.97
dacc,3,95,5515,normal,hc,bge,4974.566,0.236,NA,3749,NA,la_llave.temp_min_t,2.88,0.86,0.68,0.9,0.82,0.96
